,Vehicle,engine_type,engine_config,cylinders,displacement,hp,tq
324,2019 Alfa Romeo Giulia Specs: AWD,i4,i,4,2.0,280,306
325,2019 Alfa Romeo Giulia Specs: Ti Sport Carbon RWD,i4,i,4,2.0,280,306
326,2019 Alfa Romeo Giulia Specs: Ti Sport RWD,i4,i,4,2.0,280,306
327,2019 Alfa Romeo Giulia Specs: Ti Lusso RWD,i4,i,4,2.0,280,306
328,2019 Alfa Romeo Giulia Specs: Ti RWD,i4,i,4,2.0,280,306
329,2019 Alfa Romeo Giulia Specs: Sport RWD,i4,i,4,2.0,280,306
330,2019 Alfa Romeo Giulia Specs: Quadrifoglio RWD,v6,v,6,2.9,505,443
331,2019 Alfa Romeo Giulia Specs: RWD,i4,i,4,2.0,280,306
332,2019 Alfa Romeo Giulia Specs: Ti Sport Carbon AWD,i4,i,4,2.0,280,306
333,2019 Alfa Romeo Giulia Specs: Ti Sport AWD,i4,i,4,2.0,280,306
334,2019 Alfa Romeo Giulia Specs: Ti Lusso AWD,i4,i,4,2.0,280,306
335,2019 Alfa Romeo Giulia Specs: Ti AWD,i4,i,4,2.0,280,306
336,2019 Alfa Romeo Giulia Specs: Sport AWD,i4,i,4,2.0,280,306
337,2018 Alfa Romeo Giulia Specs: AWD,i4,i,4,2.0,280,306
338,2018 Alfa Romeo Giulia Specs: Ti Sport RWD,i4,i,4,2.0,280,306
339,2018 Alfa Romeo Giulia Specs: Ti Lusso RWD,i4,i,4,2.0,280,306
340,2018 Alfa Romeo Giulia Specs: Ti RWD,i4,i,4,2.0,280,306
341,2018 Alfa Romeo Giulia Specs: Sport RWD,i4,i,4,2.0,280,306
342,2018 Alfa Romeo Giulia Specs: RWD,i4,i,4,2.0,280,306
343,2018 Alfa Romeo Giulia Specs: Ti Sport AWD,i4,i,4,2.0,280,306
344,2018 Alfa Romeo Giulia Specs: Ti Lusso AWD,i4,i,4,2.0,280,306
345,2018 Alfa Romeo Giulia Specs: Ti AWD,i4,i,4,2.0,280,306
346,2018 Alfa Romeo Giulia Specs: Sport AWD,i4,i,4,2.0,280,306
347,2018 Alfa Romeo Stelvio Quadrifoglio Specs: AWD,v6,v,6,2.9,505,443
348,2019 Alfa Romeo Stelvio Specs: AWD,i4,i,4,2.0,280,306
349,2019 Alfa Romeo Stelvio Specs: Sport RWD,i4,i,4,2.0,280,306
350,2019 Alfa Romeo Stelvio Specs: RWD,i4,i,4,2.0,280,306
351,2019 Alfa Romeo Stelvio Specs: Ti Sport AWD,i4,i,4,2.0,280,306
352,2019 Alfa Romeo Stelvio Specs: Ti Lusso AWD,i4,i,4,2.0,280,306
353,2019 Alfa Romeo Stelvio Specs: Ti AWD,i4,i,4,2.0,280,306
354,2019 Alfa Romeo Stelvio Specs: Sport AWD,i4,i,4,2.0,280,306
355,2019 Alfa Romeo Stelvio Specs: Quadrifoglio AWD,v6,v,6,2.9,505,443
356,2018 Alfa Romeo Stelvio Specs: AWD,i4,i,4,2.0,280,306
357,2018 Alfa Romeo Stelvio Specs: Ti Sport AWD,i4,i,4,2.0,280,306
358,2018 Alfa Romeo Stelvio Specs: Ti Lusso AWD,i4,i,4,2.0,280,306
359,2018 Alfa Romeo Stelvio Specs: Ti AWD,i4,i,4,2.0,280,306
360,2018 Alfa Romeo Stelvio Specs: Sport AWD,i4,i,4,2.0,280,306
361,2019 Alfa Romeo 4C Spider Specs: Spider,i4,i,4,1.7,237,258
362,2018 Alfa Romeo 4C Spider Specs: Spider,i4,i,4,1.7,237,258
363,2019 Aston Martin DB11 Specs: AMR Coupe,v12,v,12,5.2,630,516
364,2019 Aston Martin DB11 Specs: Volante,v8,v,8,4.0,503,497
365,2019 Aston Martin DB11 Specs: V8 Coupe,v8,v,8,4.0,503,497
366,2019 Aston Martin DB11 Specs: V12 Coupe,v12,v,12,5.2,600,516
367,2018 Aston Martin DB11 Specs: V12 Coupe,v12,v,12,5.2,600,516
368,2018 Aston Martin DB11 Specs: Volante,v8,v,8,4.0,503,497
369,2018 Aston Martin DB11 Specs: V8 Coupe,v8,v,8,4.0,503,497
370,2019 Aston Martin Vantage Specs: Coupe,v8,v,8,4.0,503,505
371,2018 Aston Martin Vantage Specs: Coupe,v8,v,8,4.0,503,505
372,2010 Aston Martin Vantage Specs: 2-Door Convertible Manual,v8,v,8,4.7,420,346
373,2010 Aston Martin Vantage Specs: 2-Door Coupe Sportshift,v8,v,8,4.7,420,346
374,2010 Aston Martin Vantage Specs: 2-Door Coupe Manual,v8,v,8,4.7,420,346
375,2010 Aston Martin Vantage Specs: 2-Door Convertible Sportshift,v8,v,8,4.7,420,346
376,2009 Aston Martin Vantage Specs: 2-Door Convertible Manual,v8,v,8,4.7,420,346
377,2009 Aston Martin Vantage Specs: 2-Door Coupe Sportshift,v8,v,8,4.7,420,346
378,2009 Aston Martin Vantage Specs: 2-Door Coupe Manual,v8,v,8,4.7,420,346
379,2009 Aston Martin Vantage Specs: 2-Door Convertible Sportshift,v8,v,8,4.7,420,346
380,2008 Aston Martin Vantage Specs: 2-Door Convertible Manual,v8,v,8,4.3,380,302
381,2008 Aston Martin Vantage Specs: 2-Door Coupe Sportshift,v8,v,8,4.3,380,302
382,2008 Aston Martin Vantage Specs: 2-Door Coupe Manual,v8,v,8,4.3,380,302
383,2008 Aston Martin Vantage Specs: 2-Door Convertible Sportshift,v8,v,8,4.3,380,302
384,2007 Aston Martin Vantage Specs: 2-Door Convertible Manual,v8,v,8,4.3,380,302
385,2007 Aston Martin Vantage Specs: 2-Door Coupe Sportshift,v8,v,8,4.3,380,302
386,2007 Aston Martin Vantage Specs: 2-Door Coupe Manual,v8,v,8,4.3,380,302
387,2007 Aston Martin Vantage Specs: 2-Door Convertible Sportshift,v8,v,8,4.3,380,302
388,2006 Aston Martin Vantage Specs: 2-Door Coupe V8 Manual,v8,v,8,4.3,380,302
389,2019 Aston Martin Vanquish Specs: S Coupe,v12,v,12,6.0,580,465
390,2019 Aston Martin Vanquish Specs: S Volante,v12,v,12,6.0,580,465
391,2018 Aston Martin Vanquish Specs: S Coupe,v12,v,12,6.0,580,465
392,2018 Aston Martin Vanquish Specs: S Volante,v12,v,12,6.0,580,465
393,2016 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,6.0,568,465
394,2016 Aston Martin Vanquish Specs: 2-Door Volante Carbon,v12,v,12,6.0,568,465
395,2016 Aston Martin Vanquish Specs: 2-Door Volante,v12,v,12,6.0,568,465
396,2016 Aston Martin Vanquish Specs: 2-Door Coupe Carbon,v12,v,12,6.0,568,465
397,2015 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,6.0,568,465
398,2015 Aston Martin Vanquish Specs: 2-Door Volante,v12,v,12,6.0,568,465
399,2014 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,6.0,565,457
400,2014 Aston Martin Vanquish Specs: 2-Door Volante,v12,v,12,6.0,565,457
401,2006 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,5.9,520,424
402,2005 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,5.9,520,425
403,2004 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,5.9,460,400
404,2003 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,5.9,460,400
405,2002 Aston Martin Vanquish Specs: 2-Door Coupe,v12,v,12,5.9,460,400
406,2012 Aston Martin DBS Specs: 2-Door Coupe,v12,v,12,5.9,510,420
407,2012 Aston Martin DBS Specs: 2-Door Volante Carbon,v12,v,12,5.9,510,420
408,2012 Aston Martin DBS Specs: 2-Door Volante,v12,v,12,5.9,510,420
409,2012 Aston Martin DBS Specs: 2-Door Coupe Carbon,v12,v,12,5.9,510,420
410,2011 Aston Martin DBS Specs: 2-Door Coupe,v12,v,12,5.9,510,420
411,2011 Aston Martin DBS Specs: 2-Door Volante,v12,v,12,5.9,510,420
412,2010 Aston Martin DBS Specs: 2-Door Coupe,v12,v,12,6.0,510,420
413,2010 Aston Martin DBS Specs: 2-Door Volante,v12,v,12,6.0,510,420
414,2009 Aston Martin DBS Specs: 2-Door Coupe,v12,v,12,6.0,510,420
415,2008 Aston Martin DBS Specs: 2-Door Coupe,v12,v,12,5.9,510,420
419,2018 Audi A6 Specs: 2.0 TFSI Premium FWD,i4,i,4,2.0,252,273
420,2018 Audi A6 Specs: 3.0 TFSI Sport quattro AWD,v6,v,6,3.0,340,325
421,2018 Audi A6 Specs: 3.0 TFSI Prestige quattro AWD,v6,v,6,3.0,340,325
422,2018 Audi A6 Specs: 3.0 TFSI Premium Plus quattro AWD,v6,v,6,3.0,340,325
423,2018 Audi A6 Specs: 3.0 TFSI Premium quattro AWD,v6,v,6,3.0,340,325
424,2018 Audi A6 Specs: 2.0 TFSI Sport quattro AWD,i4,i,4,2.0,252,273
425,2018 Audi A6 Specs: 2.0 TFSI Premium Plus quattro AWD,i4,i,4,2.0,252,273
426,2018 Audi A6 Specs: 2.0 TFSI Premium quattro AWD,i4,i,4,2.0,252,273
427,2018 Audi A6 Specs: 2.0 TFSI Sport FWD,i4,i,4,2.0,252,273
428,2018 Audi A6 Specs: 2.0 TFSI Premium Plus FWD,i4,i,4,2.0,252,273
429,2016 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium,i4,i,4,2.0,252,273
430,2016 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,333,325
431,2016 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,333,325
432,2016 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Prestige,v6,v,6,3.0,240,428
433,2016 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Premium Plus,v6,v,6,3.0,240,428
434,2016 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium Plus,i4,i,4,2.0,252,273
435,2016 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium,i4,i,4,2.0,252,273
436,2016 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium Plus,i4,i,4,2.0,252,273
437,2015 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium,i4,i,4,2.0,220,258
438,2015 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,310,325
439,2015 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,310,325
440,2015 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Prestige,v6,v,6,3.0,240,428
441,2015 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Premium Plus,v6,v,6,3.0,240,428
442,2015 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium Plus,i4,i,4,2.0,220,258
443,2015 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium,i4,i,4,2.0,220,258
444,2015 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium Plus,i4,i,4,2.0,220,258
445,2014 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium,i4,i,4,2.0,220,258
446,2014 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,310,325
447,2014 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,310,325
448,2014 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Prestige,v6,v,6,3.0,240,428
449,2014 Audi A6 Specs: 4-Door Sedan quattro 3.0L TDI Premium Plus,v6,v,6,3.0,240,428
450,2014 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium Plus,i4,i,4,2.0,220,258
451,2014 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium,i4,i,4,2.0,220,258
452,2014 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium Plus,i4,i,4,2.0,220,258
453,2013 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium,i4,i,4,2.0,211,258
454,2013 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,310,325
455,2013 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,310,325
456,2013 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium,v6,v,6,3.0,310,325
457,2013 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium Plus,i4,i,4,2.0,211,258
458,2013 Audi A6 Specs: 4-Door Sedan quattro 2.0T Premium,i4,i,4,2.0,211,258
459,2013 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium Plus,i4,i,4,2.0,211,258
460,2012 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium,i4,i,4,2.0,211,258
461,2012 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,310,325
462,2012 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,310,325
463,2012 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium,v6,v,6,3.0,310,325
464,2012 Audi A6 Specs: 4-Door Sedan FrontTrak 2.0T Premium Plus,i4,i,4,2.0,211,258
465,2011 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Prem Plus,v6,v,6,3.0,300,310
466,2011 Audi A6 Specs: 4-Door Sedan quattro 4.2L Prestige,v8,v,8,4.2,350,325
467,2011 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,300,310
468,2011 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,300,310
469,2011 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium,v6,v,6,3.0,300,310
470,2011 Audi A6 Specs: 4-Door Sedan FrontTrak 3.2L Premium Plus,v6,v,6,3.2,265,243
471,2011 Audi A6 Specs: 4-Door Sedan FrontTrak 3.2L Premium,v6,v,6,3.2,265,243
472,2011 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Prestige,v6,v,6,3.0,300,310
473,2011 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Premium,v6,v,6,3.0,300,310
474,2010 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Premium,v6,v,6,3.0,300,310
475,2010 Audi A6 Specs: 4-Door Sedan quattro 4.2L Prestige,v8,v,8,4.2,350,325
476,2010 Audi A6 Specs: 4-Door Sedan quattro 3.0T Prestige,v6,v,6,3.0,300,310
477,2010 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium Plus,v6,v,6,3.0,300,310
478,2010 Audi A6 Specs: 4-Door Sedan quattro 3.0T Premium,v6,v,6,3.0,300,310
479,2010 Audi A6 Specs: 4-Door Sedan FrontTrak 3.2L Premium Plus,v6,v,6,3.2,265,243
480,2010 Audi A6 Specs: 4-Door Sedan FrontTrak 3.2L Premium,v6,v,6,3.2,265,243
481,2010 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Prestige,v6,v,6,3.0,300,310
482,2010 Audi A6 Specs: 4-Door Avant Wagon quattro 3.0T Premium Plus,v6,v,6,3.0,300,310
483,2009 Audi A6 Specs: 4-Door Avant Wagon 3.0L quattro Premium,v6,v,6,3.0,300,310
484,2009 Audi A6 Specs: 4-Door Sedan 4.2L quattro Prestige,v8,v,8,4.2,350,325
485,2009 Audi A6 Specs: 4-Door Sedan 3.2L FrontTrak Premium Plus,v6,v,6,3.2,255,243
486,2009 Audi A6 Specs: 4-Door Sedan 3.2L FrontTrak Premium,v6,v,6,3.2,255,243
487,2009 Audi A6 Specs: 4-Door Sedan 3.0L quattro Prestige,v6,v,6,3.0,300,310
488,2009 Audi A6 Specs: 4-Door Sedan 3.0L quattro Premium Plus,v6,v,6,3.0,300,310
489,2009 Audi A6 Specs: 4-Door Sedan 3.0L quattro Premium,v6,v,6,3.0,300,310
490,2009 Audi A6 Specs: 4-Door Avant Wagon 3.0L quattro Prestige,v6,v,6,3.0,300,310
491,2009 Audi A6 Specs: 4-Door Avant Wagon 3.0L quattro Premium Plus,v6,v,6,3.0,300,310
492,2008 Audi A6 Specs: 4-Door Avant Wagon 3.2L quattro,v6,v,6,3.2,255,243
493,2008 Audi A6 Specs: 4-Door Sedan 4.2L quattro,v8,v,8,4.2,350,325
494,2008 Audi A6 Specs: 4-Door Sedan 3.2L quattro,v6,v,6,3.2,255,243
495,2008 Audi A6 Specs: 4-Door Sedan 3.2L FrontTrak,v6,v,6,3.2,255,243
496,2007 Audi A6 Specs: 4-Door Avant Wagon 3.2L quattro,v6,v,6,3.2,255,243
497,2007 Audi A6 Specs: 4-Door Sedan 4.2L quattro,v8,v,8,4.2,350,325
498,2007 Audi A6 Specs: 4-Door Sedan 3.2L quattro,v6,v,6,3.2,255,243
499,2007 Audi A6 Specs: 4-Door Sedan 3.2L FrontTrak,v6,v,6,3.2,255,243
500,2006 Audi A6 Specs: 4-Door Sedan 3.2L FrontTrak Automatic,v6,v,6,3.1,255,243
501,2006 Audi A6 Specs: 4-Door Wagon 3.2L Avant quattro Automatic,v6,v,6,3.1,255,243
502,2006 Audi A6 Specs: 4-Door Sedan 4.2L quattro Automatic,v8,v,8,4.2,335,310
503,2006 Audi A6 Specs: 4-Door Sedan 3.2L quattro Automatic,v6,v,6,3.1,255,243
504,2005 Audi A6 Specs: 4-Door Sedan 3.2L quattro Automatic,v6,v,6,3.2,255,243
505,2005 Audi A6 Specs: 4-Door Sedan 4.2L quattro Automatic,v8,v,8,4.2,335,310
506,2004 Audi A6 Specs: 4-Door Sedan 3.0L CVT,v6,v,6,3.0,220,221
507,2004 Audi A6 Specs: 4-Door Wagon Avant 3.0L quattro Automatic,v6,v,6,3.0,220,221
508,2004 Audi A6 Specs: 4-Door Sedan 2.7T quattro Manual,v6,v,6,2.7,250,258
509,2004 Audi A6 Specs: 4-Door Sedan 4.2L quattro Automatic,v8,v,8,4.2,300,295
510,2004 Audi A6 Specs: 4-Door Sedan 3.0L quattro Automatic,v6,v,6,3.0,220,221
511,2004 Audi A6 Specs: 4-Door Sedan 2.7T S-Line quattro Automatic,v6,v,6,2.7,265,280
512,2004 Audi A6 Specs: 4-Door Sedan 2.7T quattro Automatic,v6,v,6,2.7,250,258
513,2003 Audi A6 Specs: 4-Door Sedan 3.0L CVT,v6,v,6,3.0,220,221
514,2003 Audi A6 Specs: 4-Door Wagon Avant 3.0L,v6,v,6,3.0,220,221
515,2003 Audi A6 Specs: 4-Door Sedan 4.2L quattro AWD Automatic,v8,v,8,4.2,300,295
516,2003 Audi A6 Specs: 4-Door Sedan 3.0L quattro AWD Automatic,v6,v,6,3.0,220,221
517,2003 Audi A6 Specs: 4-Door Sedan 2.7T quattro AWD Automatic,v6,v,6,2.7,250,258
518,2003 Audi A6 Specs: 4-Door Sedan 2.7T quattro AWD 6-spd Manual,v6,v,6,2.7,250,258
519,2002 Audi A6 Specs: 4-Door Sedan CVT,v6,v,6,3.0,220,221
520,2002 Audi A6 Specs: 4-Door Wagon Avant,v6,v,6,3.0,220,221
521,2002 Audi A6 Specs: 4-Door Sedan quattro AWD Automatic 4.2,v8,v,8,4.2,300,295
522,2002 Audi A6 Specs: 4-Door Sedan quattro AWD Automatic 2.7T,v6,v,6,2.7,250,258
523,2002 Audi A6 Specs: 4-Door Sedan quattro AWD Automatic,v6,v,6,3.0,220,221
524,2002 Audi A6 Specs: 4-Door Sedan quattro AWD 6-spd Manual 2.7T,v6,v,6,2.7,250,258
525,2001 Audi A6 Specs: 4-Door Sedan Automatic,v6,v,6,2.8,200,207
526,2001 Audi A6 Specs: 4-Door Wagon Avant Celebrate,v6,v,6,2.8,200,207
527,2001 Audi A6 Specs: 4-Door Wagon Avant,v6,v,6,2.8,200,207
528,2001 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic Celebrate,v6,v,6,2.8,200,207
529,2001 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic 4.2,v8,v,8,4.2,300,295
530,2001 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic 2.7T,v6,v,6,2.7,250,258
531,2001 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic,v6,v,6,2.8,200,207
532,2001 Audi A6 Specs: 4-Door Sedan Quattro AWD 6-spd Manual 2.7T,v6,v,6,2.7,250,258
533,2001 Audi A6 Specs: 4-Door Sedan Automatic Celebrate,v6,v,6,2.8,200,207
534,2000 Audi A6 Specs: 4-Door Sedan Automatic,v6,v,6,2.8,200,207
535,2000 Audi A6 Specs: 4-Door Wagon Avant Preferred,v6,v,6,2.8,200,207
536,2000 Audi A6 Specs: 4-Door Wagon Avant,v6,v,6,2.8,200,207
537,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Manual Preferred,v6,v,6,2.8,200,207
538,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Manual,v6,v,6,2.8,200,207
539,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic Preferred,v6,v,6,2.8,200,207
540,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic 4.2,v8,v,8,4.2,300,295
541,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic 2.7T,v6,v,6,2.7,250,258
542,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD Automatic,v6,v,6,2.8,200,207
543,2000 Audi A6 Specs: 4-Door Sedan Quattro AWD 6-spd Manual 2.7T,v6,v,6,2.7,250,258
544,2000 Audi A6 Specs: 4-Door Sedan Automatic Preferred,v6,v,6,2.8,200,207
545,1999 Audi A6 Specs: 4-Door Sedan,v6,v,6,2.8,200,207
546,1999 Audi A6 Specs: 4-Door Wagon Avant,v6,v,6,2.8,200,207
547,1999 Audi A6 Specs: 4-Door Sedan Quattro AWD,v6,v,6,2.8,200,207
548,1998 Audi A6 Specs: 4-Door Sedan,v6,v,6,2.8,200,207
549,1998 Audi A6 Specs: 4-Door Wagon Quattro AWD,v6,v,6,2.8,172,184
550,1998 Audi A6 Specs: 4-Door Sedan Quattro AWD,v6,v,6,2.8,200,207
551,1997 Audi A6 Specs: 4-Door Sedan,v6,v,6,2.8,172,184
552,1997 Audi A6 Specs: 4-Door Wagon Quattro AWD,v6,v,6,2.8,172,184
553,1997 Audi A6 Specs: 4-Door Wagon,v6,v,6,2.8,172,184
554,1997 Audi A6 Specs: 4-Door Sedan Quattro AWD,v6,v,6,2.8,172,184
568,2018 Audi A7 Specs: 3.0 TFSI Premium Plus,v6,v,6,3.0,340,325
569,2018 Audi A7 Specs: 3.0 TFSI Prestige,v6,v,6,3.0,340,325
570,2016 Audi A7 Specs: 4-Door HB quattro 3.0 Premium Plus,v6,v,6,3.0,333,325
571,2016 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Prestige,v6,v,6,3.0,240,428
572,2016 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Premium Plus,v6,v,6,3.0,240,428
573,2016 Audi A7 Specs: 4-Door HB quattro 3.0 Prestige,v6,v,6,3.0,333,325
574,2015 Audi A7 Specs: 4-Door HB quattro 3.0 Premium Plus,v6,v,6,3.0,310,325
575,2015 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Prestige,v6,v,6,3.0,240,428
576,2015 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Premium Plus,v6,v,6,3.0,240,428
577,2015 Audi A7 Specs: 4-Door HB quattro 3.0 Prestige,v6,v,6,3.0,310,325
578,2014 Audi A7 Specs: 4-Door HB quattro 3.0 Premium Plus,v6,v,6,3.0,310,325
579,2014 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Prestige,v6,v,6,3.0,240,428
580,2014 Audi A7 Specs: 4-Door HB quattro 3.0 TDI Premium Plus,v6,v,6,3.0,240,428
581,2014 Audi A7 Specs: 4-Door HB quattro 3.0 Prestige,v6,v,6,3.0,310,325
582,2013 Audi A7 Specs: 4-Door HB quattro 3.0 Premium,v6,v,6,3.0,310,325
583,2013 Audi A7 Specs: 4-Door HB quattro 3.0 Prestige,v6,v,6,3.0,310,325
584,2013 Audi A7 Specs: 4-Door HB quattro 3.0 Premium Plus,v6,v,6,3.0,310,325
585,2012 Audi A7 Specs: 4-Door HB quattro 3.0 Premium,v6,v,6,3.0,310,325
586,2012 Audi A7 Specs: 4-Door HB quattro 3.0 Prestige,v6,v,6,3.0,310,325
587,2012 Audi A7 Specs: 4-Door HB quattro 3.0 Premium Plus,v6,v,6,3.0,310,325
590,2018 Audi Q3 Specs: 2.0 TFSI Premium FWD,i4,i,4,2.0,200,207
591,2018 Audi Q3 Specs: 2.0 TFSI Sport Premium Plus quattro AWD,i4,i,4,2.0,200,207
592,2018 Audi Q3 Specs: 2.0 TFSI Sport Premium quattro AWD,i4,i,4,2.0,200,207
593,2018 Audi Q3 Specs: 2.0 TFSI Premium Plus quattro AWD,i4,i,4,2.0,200,207
594,2018 Audi Q3 Specs: 2.0 TFSI Premium quattro AWD,i4,i,4,2.0,200,207
595,2018 Audi Q3 Specs: 2.0 TFSI Sport Premium Plus FWD,i4,i,4,2.0,200,207
596,2018 Audi Q3 Specs: 2.0 TFSI Sport Premium FWD,i4,i,4,2.0,200,207
597,2018 Audi Q3 Specs: 2.0 TFSI Premium Plus FWD,i4,i,4,2.0,200,207
598,2016 Audi Q3 Specs: FrontTrak 4-Door Premium Plus,i4,i,4,2.0,200,207
599,2016 Audi Q3 Specs: quattro 4-Door Prestige,i4,i,4,2.0,200,207
600,2016 Audi Q3 Specs: quattro 4-Door Premium Plus,i4,i,4,2.0,200,207
601,2016 Audi Q3 Specs: FrontTrak 4-Door Prestige,i4,i,4,2.0,200,207
602,2015 Audi Q3 Specs: FrontTrak 4-Door 2.0T Premium Plus,i4,i,4,2.0,200,207
603,2015 Audi Q3 Specs: quattro 4-Door 2.0T Prestige,i4,i,4,2.0,200,207
604,2015 Audi Q3 Specs: quattro 4-Door 2.0T Premium Plus,i4,i,4,2.0,200,207
605,2015 Audi Q3 Specs: FrontTrak 4-Door 2.0T Prestige,i4,i,4,2.0,200,207
609,2019 Audi S3 Specs: Premium Plus 2.0 TFSI quattro,i4,i,4,2.0,288,280
610,2019 Audi S3 Specs: Prestige 2.0 TFSI quattro,i4,i,4,2.0,288,280
611,2018 Audi S3 Specs: 2.0 TFSI Premium Plus,i4,i,4,2.0,292,280
612,2018 Audi S3 Specs: 2.0 TFSI Tech Prestige,i4,i,4,2.0,292,280
613,2018 Audi S3 Specs: 2.0 TFSI Tech Premium Plus,i4,i,4,2.0,292,280
614,2018 Audi S3 Specs: 2.0 TFSI Prestige,i4,i,4,2.0,292,280
615,2016 Audi S3 Specs: 4-Door Sedan quattro Premium Plus,i4,i,4,2.0,292,280
616,2016 Audi S3 Specs: 4-Door Sedan quattro Prestige,i4,i,4,2.0,292,280
617,2015 Audi S3 Specs: 4-Door Sedan quattro 2.0T Premium Plus,i4,i,4,2.0,292,280
618,2015 Audi S3 Specs: 4-Door Sedan quattro 2.0T Prestige,i4,i,4,2.0,292,280
619,2019 Audi Q5 Specs: Premium 45 TFSI quattro,i4,i,4,2.0,248,273
620,2019 Audi Q5 Specs: Prestige 45 TFSI quattro,i4,i,4,2.0,248,273
621,2019 Audi Q5 Specs: Premium Plus 45 TFSI quattro,i4,i,4,2.0,248,273
622,2018 Audi Q5 Specs: 2.0 TFSI Premium,i4,i,4,2.0,252,273
623,2018 Audi Q5 Specs: 2.0 TFSI Tech Prestige,i4,i,4,2.0,252,273
624,2018 Audi Q5 Specs: 2.0 TFSI Tech Premium Plus,i4,i,4,2.0,252,273
625,2018 Audi Q5 Specs: 2.0 TFSI Tech Premium,i4,i,4,2.0,252,273
626,2018 Audi Q5 Specs: 2.0 TFSI Prestige,i4,i,4,2.0,252,273
627,2018 Audi Q5 Specs: 2.0 TFSI Premium Plus,i4,i,4,2.0,252,273
628,2016 Audi Q5 Specs: quattro 4-Door 2.0T Premium,i4,i,4,2.0,220,258
